"H2595",1240132,"lung","mesothelioma"
"MPP-89",908150,"lung","mesothelioma"
"IGR-1",907169,"skin","melanoma"
"NCI-H2030",722045,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"SK-MEL-1",909723,"skin","melanoma"
"COLO-205",905961,"large_intestine","large_intestine"
"BFTC-905",910926,"urogenital_system","Bladder"
"H2804",1240136,"lung","mesothelioma"
"REH",909696,"leukemia","B_cell_leukemia"
"RH-41",1240210,"soft_tissue","rhabdomyosarcoma"
"RPMI-8866",910544,"leukemia","chronic_myeloid_leukaemia"
"PANC-08-13",925347,"pancreas","pancreas"
"PCI-6A",1240206,"aero_dig_tract","head and neck"
"NCI-H1792",724868,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1355",724866,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1048",687995,"lung_SCLC","lung_small_cell_carcinoma"
"OAW-42",910548,"urogenital_system","ovary"
"OE33",910549,"aero_dig_tract","oesophagus"
"OVCAR-8",905991,"urogenital_system","ovary"
"Ramos-2G6-4C10",910401,"lymphoma","Burkitt_lymphoma"
"RCC-JW",1524416,"kidney","kidney"
"RH-18",971774,"soft_tissue","rhabdomyosarcoma"
"RT4",687455,"urogenital_system","Bladder"
"PANC-10-05",925348,"pancreas","pancreas"
"PE/CA-PJ15",1240207,"aero_dig_tract","head and neck"
"NCI-H1304",753599,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H1915",1240184,"lung_NSCLC","lung_NSCLC_large cell"
"NCI-H1623",687798,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"OCI-AML2",910947,"leukemia","acute_myeloid_leukaemia"
"ONS-76",909248,"nervous_system","medulloblastoma"
"OVISE",1240198,"urogenital_system","ovary"
"RC-K8",1330995,"lymphoma","B_cell_lymphoma"
"RL",910861,"lymphoma","B_cell_lymphoma"
"RT-112",909704,"urogenital_system","Bladder"
"PA-TU-8988T",1240201,"pancreas","pancreas"
"PF-382",909260,"leukemia","lymphoblastic_T_cell_leukaemia"
"NCI-H1395",684681,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1755",908475,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1793",908463,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"RXF393",905978,"kidney","kidney"
"OSC-19",1298362,"aero_dig_tract","head and neck"
"OVKATE",1240199,"urogenital_system","ovary"
"RCC-AB",1524418,"kidney","kidney"
"RERF-GC-1B",1240209,"digestive_system","stomach"
"RMG-I",909699,"urogenital_system","ovary"
"RVH-421",909706,"skin","melanoma"
"PC-14",753608,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"PFSK-1",683667,"nervous_system","medulloblastoma"
"NCI-H1581",908471,"lung_NSCLC","lung_NSCLC_large cell"
"NCI-H1963",688010,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H146",910899,"lung_SCLC","lung_small_cell_carcinoma"
"QGP-1",1298534,"pancreas","pancreas"
"OPM-2",909249,"myeloma","myeloma"
"OVMIU",1240200,"urogenital_system","ovary"
"RCM-1",909263,"large_intestine","large_intestine"
"RERF-LC-MS",910931,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"RPMI-2650",909700,"aero_dig_tract","head and neck"
"QIMR-WIL",910545,"leukemia","acute_myeloid_leukaemia"
"PC-3 [JPC-3]",1240202,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"PL18",1240208,"pancreas","pancreas"
"NCI-H1092",687997,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H1573",908472,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1651",910900,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"RKN",1298539,"urogenital_system","ovary"
"OSC-20",1240196,"aero_dig_tract","head and neck"
"PSN1",910546,"pancreas","pancreas"
"RF-48",909697,"digestive_system","stomach"
"RO82-W-1",930083,"thyroid","thyroid"
"P12-ICHIKAWA",909251,"leukemia","lymphoblastic_T_cell_leukaemia"
"PCI-30",1298529,"aero_dig_tract","head and neck"
"P32-ISH",1330987,"lymphoma","Burkitt_lymphoma"
"NCI-H1648",687799,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1734",722058,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1563",753600,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"RCC-MF",1524419,"kidney","kidney"
"OV-90",1240197,"urogenital_system","ovary"
"PL-21",1330991,"leukemia","acute_myeloid_leukaemia"
"RERF-LC-Sq1",1298538,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"RPMI-6666",909701,"lymphoma","Hodgkin_lymphoma"
"P30-OHK",909252,"leukemia","lymphoblastic_leukemia"
"PCI-15A",1240204,"aero_dig_tract","head and neck"
"OAW-28",946360,"urogenital_system","ovary"
"NCI-H1688",1298349,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H1568",1298348,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"OCUB-M",909256,"breast","breast"
"OVCAR-5",905969,"urogenital_system","ovary"
"NCI-H1944",1240185,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"RD",909264,"soft_tissue","rhabdomyosarcoma"
"RH-1",971773,"soft_tissue","rhabdomyosarcoma"
"RPMI-8226",905964,"myeloma","myeloma"
"PANC-03-27",925346,"pancreas","pancreas"
"PCI-38",1240205,"aero_dig_tract","head and neck"
"OC-314",909257,"urogenital_system","ovary"
"NCI-H1993",908476,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H1155",908467,"lung_NSCLC","lung_NSCLC_large cell"
"NCI-H1781",1298350,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"OE21",1298359,"aero_dig_tract","oesophagus"
"OS-RC-2",909250,"kidney","kidney"
"NCI-H187",688007,"lung_SCLC","lung_small_cell_carcinoma"
"KYSE-520",753575,"aero_dig_tract","oesophagus"
"KURAMOCHI",909975,"urogenital_system","ovary"
"KINGS-1",907279,"nervous_system","glioma"
"LCLC-97TM1",946361,"lung_NSCLC","lung_NSCLC_large cell"
"LU-99A",907796,"lung_NSCLC","lung_NSCLC_large cell"
"LU-134-A",753588,"lung_SCLC","lung_small_cell_carcinoma"
"LOU-NH91",1298226,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"GAMG",906868,"nervous_system","glioma"
"GMS-10",906873,"nervous_system","glioma"
"MFE-319",1240174,"urogenital_system","endometrium"
"KLE",924187,"urogenital_system","endometrium"
"KY821",907300,"leukemia","leukemia"
"KATOIII",907276,"digestive_system","stomach"
"KE-37",907277,"leukemia","lymphoblastic_leukemia"
"LCLC-103H",753586,"lung_NSCLC","lung_NSCLC_large cell"
"L-1236",1330935,"lymphoma","Hodgkin_lymphoma"
"LN-405",910694,"nervous_system","glioma"
"L-540",907323,"lymphoma","Hodgkin_lymphoma"
"GAK",910932,"skin","melanoma"
"GP5d",907291,"large_intestine","large_intestine"
"MFM-223",910948,"breast","breast"
"MES-SA",908127,"urogenital_system","uterus"
"KYSE-270",907319,"aero_dig_tract","oesophagus"
"KYSE-410",753574,"aero_dig_tract","oesophagus"
"KARPAS-231",1327774,"leukemia","B_cell_leukemia"
"KP-3",1298219,"pancreas","pancreas"
"LC-2-ad",907786,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"L-363",924239,"myeloma","myeloma"
"LN-229",1240169,"nervous_system","glioma"
"FADU",906863,"aero_dig_tract","head and neck"
"G-401",907299,"kidney","kidney"
"GI-1",906871,"nervous_system","glioma"
"MFH-ino",925343,"soft_tissue","soft_tissue_other"
"MEG-01",908126,"leukemia","chronic_myeloid_leukaemia"
"KYSE-510",907321,"aero_dig_tract","oesophagus"
"KU812",907311,"leukemia","chronic_myeloid_leukaemia"
"KCL-22",1330931,"leukemia","chronic_myeloid_leukaemia"
"LAN-6",949170,"neuroblastoma","neuroblastoma"
"LXF-289",753592,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"LN-18",1240168,"nervous_system","glioma"
"FU97",1290806,"digestive_system","stomach"
"GCT",906999,"soft_tissue","soft_tissue_other"
"GI-ME-N",906872,"neuroblastoma","neuroblastoma"
"MFE-280",908129,"urogenital_system","endometrium"
"KS-1",907313,"nervous_system","glioma"
"KMRC-1",1298168,"kidney","kidney"
"KOSC-2",753570,"aero_dig_tract","head and neck"
"LU-135",713899,"lung_SCLC","lung_small_cell_carcinoma"
"LS-513",907795,"large_intestine","large_intestine"
"LNZTA3WT4",1240170,"nervous_system","glioma"
"G-361",906865,"skin","melanoma"
"GR-ST",906877,"leukemia","lymphoblastic_leukemia"
"MOLT-16",908147,"leukemia","lymphoblastic_T_cell_leukaemia"
"Mewo",908128,"skin","melanoma"
"KYSE-70",753576,"aero_dig_tract","oesophagus"
"KOPN-8",1330933,"leukemia","B_cell_leukemia"
"KMRC-20",1298169,"kidney","kidney"
"LB2241-RCC",753578,"kidney","kidney"
"LU-65",724863,"lung_NSCLC","lung_NSCLC_large cell"
"LS-180",998189,"large_intestine","large_intestine"
"LAMA-84",907783,"leukemia","chronic_myeloid_leukaemia"
"FU-OV-1",1240129,"urogenital_system","ovary"
"G-MEL",1240130,"skin","melanoma"
"G-292 Clone A141B1",1290807,"bone","osteosarcoma"
"MOLT-13",908146,"leukemia","lymphoblastic_T_cell_leukaemia"
"ME-180",687514,"urogenital_system","cervix"
"KYSE-140",753573,"aero_dig_tract","oesophagus"
"KALS-1",907271,"nervous_system","glioma"
"KNS-81-FD",924188,"nervous_system","glioma"
"LB647-SCLC",753582,"lung_SCLC","lung_small_cell_carcinoma"
"LU-139",713878,"lung_SCLC","lung_small_cell_carcinoma"
"LS-123",907792,"large_intestine","large_intestine"
"GCIY",906869,"digestive_system","stomach"
"GOTO",906875,"neuroblastoma","neuroblastoma"
"G-402",907298,"soft_tissue","soft_tissue_other"
"MONO-MAC-6",908148,"leukemia","acute_myeloid_leukaemia"
"MEL-HO",908124,"skin","melanoma"
"KYSE-150",907317,"aero_dig_tract","oesophagus"
"KARPAS-620",1327775,"myeloma","haematopoietic_neoplasm other"
"KGN",924186,"urogenital_system","ovary"
"LC4-1",907787,"leukemia","lymphoblastic_leukemia"
"LU-165",753589,"lung_SCLC","lung_small_cell_carcinoma"
"LS-1034",917486,"large_intestine","large_intestine"
"LOUCY",907789,"leukemia","lymphoblastic_T_cell_leukaemia"
"GB-1",687568,"nervous_system","glioma"
"GT3TKB",907041,"digestive_system","stomach"
"MKN7",924250,"digestive_system","stomach"
"Mo-T",908149,"leukemia","hairy_cell_leukaemia"
"MS751",1240179,"urogenital_system","cervix"
"MZ7-mel",753596,"skin","melanoma"
"MDST8",1240173,"large_intestine","large_intestine"
"U-118-MG",687588,"nervous_system","glioma"
"WM1552C",1299078,"skin","melanoma"
"YH-13",909905,"nervous_system","glioma"
"TE-1",753621,"aero_dig_tract","oesophagus"
"TE-8",753623,"aero_dig_tract","oesophagus"
"SiHa",930297,"urogenital_system","cervix"
"SCC-9",909709,"aero_dig_tract","head and neck"
"SNU-182",1240216,"digestive_system","liver"
"SK-N-SH",717431,"neuroblastoma","neuroblastoma"
"MS-1",753594,"lung_SCLC","lung_small_cell_carcinoma"
"MZ2-MEL",971777,"skin","melanoma"
"MOLM-13",1330947,"leukemia","acute_myeloid_leukaemia"
"U-698-M",909777,"leukemia","B_cell_leukemia"
"WM793B",1299081,"skin","melanoma"
"YAPC",909904,"pancreas","pancreas"
"TE-10",753622,"aero_dig_tract","oesophagus"
"TE-9",946353,"aero_dig_tract","oesophagus"
"SLVL",1331032,"lymphoma","B_cell_lymphoma"
"SNU-449",909738,"digestive_system","liver"
"SW780",687457,"urogenital_system","Bladder"
"SK-N-FI",688087,"neuroblastoma","neuroblastoma"
"MV-4-11",908156,"leukemia","leukemia"
"MZ1-PC",753595,"pancreas","pancreas"
"MOLT-4",905958,"leukemia","lymphoblastic_leukemia"
"UACC-893",909778,"breast","breast"
"WM278",1240226,"skin","melanoma"
"ZR-75-30",909907,"breast","breast"
"TOV-21G",1240222,"urogenital_system","ovary"
"TGBC11TKB",909770,"digestive_system","stomach"
"SNB75",905982,"nervous_system","glioma"
"SW900",724879,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"SK-HEP-1",909719,"digestive_system","liver"
"ML-1",1240178,"thyroid","thyroid"
"MG-63",908131,"bone","osteosarcoma"
"VCaP",1299075,"urogenital_system","prostate"
"WSU-NHL",909785,"lymphoma","lymphoid_neoplasm other"
"YKG-1",687592,"nervous_system","glioma"
"TE-12",946356,"aero_dig_tract","oesophagus"
"THP-1",909771,"leukemia","acute_myeloid_leukaemia"
"SNU-475",909739,"digestive_system","liver"
"SUP-B15",1247871,"leukemia","lymphoblastic_leukemia"
"SK-OV-3",905959,"urogenital_system","ovary"
"ST486",910906,"lymphoma","Burkitt_lymphoma"
"ML-2",908141,"leukemia","acute_myeloid_leukaemia"
"MHH-PREB-1",908136,"leukemia","B_cell_leukemia"
"U-266",753615,"myeloma","myeloma"
"VAL",1331048,"lymphoma","B_cell_lymphoma"
"WM35",1299080,"skin","melanoma"
"U031",905981,"kidney","kidney"
"TE-11",946354,"aero_dig_tract","oesophagus"
"T-T",1299064,"aero_dig_tract","oesophagus"
"SU-DHL-8",1331038,"lymphoma","B_cell_lymphoma"
"SK-MEL-24",909725,"skin","melanoma"
"SW837",909755,"large_intestine","large_intestine"
"T-24",724812,"urogenital_system","Bladder"
"MRK-nu-1",908151,"breast","breast"
"MCF7",905946,"breast","breast"
"UM-UC-3",724838,"urogenital_system","Bladder"
"VM-CUB-1",909780,"urogenital_system","Bladder"
"WIL2-NS",1331049,"lymphoma","lymphoid_neoplasm other"
"SBC-1",713885,"lung_SCLC","lung_small_cell_carcinoma"
"TE-15",753614,"aero_dig_tract","oesophagus"
"TT2609-C02",1240223,"thyroid","thyroid"
"SK-MEL-5",905956,"skin","melanoma"
"SW1990",910907,"pancreas","pancreas"
"SW620",905962,"large_intestine","large_intestine"
"T47D",905945,"breast","breast"
"MKN28",908139,"digestive_system","stomach"
"MMAC-SF",925339,"skin","melanoma"
"U251",905983,"nervous_system","glioma"
"VA-ES-BJ",688121,"soft_tissue","soft_tissue_other"
"WSU-DLCL2",1331050,"lymphoma","B_cell_lymphoma"
"SAS",909708,"aero_dig_tract","head and neck"
"TE-5",735784,"aero_dig_tract","oesophagus"
"TUR",909773,"lymphoma","B_cell_lymphoma"
"SJRH30",909716,"soft_tissue","rhabdomyosarcoma"
"SW872",909756,"soft_tissue","soft_tissue_other"
"SNU-387",909736,"digestive_system","liver"
"T98G",687586,"nervous_system","glioma"
"MKN1",908138,"digestive_system","stomach"
"MC116",907799,"lymphoma","B_cell_lymphoma"
"U-87-MG",687590,"nervous_system","glioma"
"UMC-11",909779,"lung_NSCLC","lung_NSCLC_carcinoid"
"TE-6",946355,"aero_dig_tract","oesophagus"
"TCCSUP",687459,"urogenital_system","Bladder"
"SU-DHL-10",1331033,"lymphoma","B_cell_lymphoma"
"SK-MEL-28",905954,"skin","melanoma"
"SU-DHL-1",909742,"lymphoma","anaplastic_large_cell_lymphoma"
"T84",909761,"large_intestine","large_intestine"
"201T",1287381,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"A204",910784,"soft_tissue","rhabdomyosarcoma"
"BCPAP",924104,"thyroid","thyroid"
"BT-20",906801,"breast","breast"
"Ca9-22",753538,"aero_dig_tract","head and neck"
"CHP-212",906820,"neuroblastoma","neuroblastoma"
"CAL-85-1",910852,"breast","breast"
"CPC-N",753547,"lung_SCLC","lung_small_cell_carcinoma"
"CRO-AP2",906807,"lymphoma","B_cell_lymphoma"
"DK-MG",906839,"nervous_system","glioma"
"EGI-1",906853,"digestive_system","biliary_tract"
"23132-87",910924,"digestive_system","stomach"
"ACHN",905950,"kidney","kidney"
"BE-13",906763,"leukemia","lymphoblastic_leukemia"
"BHT-101",906696,"thyroid","thyroid"
"CAKI-1",905963,"kidney","kidney"
"COLO-679",906818,"skin","melanoma"
"CAL-78",1290765,"bone","chondrosarcoma"
"COLO-668",910692,"lung_SCLC","lung_small_cell_carcinoma"
"D-263MG",946368,"nervous_system","glioma"
"DMS-53",907295,"lung_SCLC","lung_small_cell_carcinoma"
"EM-2",906855,"leukemia","chronic_myeloid_leukaemia"
"42-MG-BA",687561,"nervous_system","glioma"
"A375",906793,"skin","melanoma"
"AM-38",910933,"nervous_system","glioma"
"BE2-M17",753616,"neuroblastoma","neuroblastoma"
"BT-549",905951,"breast","breast"
"CAS-1",910943,"nervous_system","glioma"
"COLO-678",910689,"large_intestine","large_intestine"
"Capan-2",910915,"pancreas","pancreas"
"COR-L88",906808,"lung_SCLC","lung_small_cell_carcinoma"
"DAN-G",1290797,"pancreas","pancreas"
"DOK",910936,"aero_dig_tract","head and neck"
"ES4",949156,"bone","ewings_sarcoma"
697,906800,"leukemia","lymphoblastic_leukemia"
"A388",910697,"skin","skin_other"
"AN3-CA",910781,"urogenital_system","endometrium"
"BEN",753534,"lung_NSCLC","lung_NSCLC_not specified"
"BT-483",949093,"breast","breast"
"CAMA-1",946382,"breast","breast"
"COLO-320-HSR",910569,"large_intestine","large_intestine"
"Ca-Ski",906824,"urogenital_system","cervix"
"COR-L105",906805,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"D-502MG",946373,"nervous_system","glioma"
"DU-145",905935,"urogenital_system","prostate"
"EN",1240127,"urogenital_system","endometrium"
"769-P",910922,"kidney","kidney"
"A4-Fuk",910934,"lymphoma","B_cell_lymphoma"
"ARH-77",906765,"myeloma","myeloma"
"BFTC-909",910698,"kidney","kidney"
"BV-173",910710,"leukemia","chronic_myeloid_leukaemia"
"Calu-6",724859,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"C-33-A",687505,"urogenital_system","cervix"
"COLO-792",906814,"skin","melanoma"
"COR-L23",687780,"lung_NSCLC","lung_NSCLC_large cell"
"Daoy",906833,"nervous_system","medulloblastoma"
"DoTc2-4510",906843,"urogenital_system","cervix"
"ES-2",1240128,"urogenital_system","ovary"
"8305C",906795,"thyroid","thyroid"
"A431",910925,"skin","skin_other"
"ATN-1",910687,"leukemia","lymphoblastic_T_cell_leukaemia"
"BHY",753535,"aero_dig_tract","head and neck"
"C2BBe1",910700,"large_intestine","large_intestine"
"CAPAN-1",753624,"pancreas","pancreas"
"CA46",910703,"lymphoma","Burkitt_lymphoma"
"CFPAC-1",906821,"pancreas","pancreas"
"BPH-1",924105,"urogenital_system","prostate"
"Detroit562",906837,"aero_dig_tract","head and neck"
"DB",906832,"lymphoma","B_cell_lymphoma"
"EW-22",949167,"bone","ewings_sarcoma"
"A101D",910921,"skin","melanoma"
"A549",905949,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"BALL-1",910705,"leukemia","B_cell_leukemia"
"BICR78",1240122,"aero_dig_tract","head and neck"
"C3A",910850,"digestive_system","liver"
"CHL-1",910853,"skin","melanoma"
"CAL-39",924107,"urogenital_system","cervix"
"COLO-824",906812,"breast","breast"
"CTV-1",753548,"leukemia","acute_myeloid_leukaemia"
"DG-75",906838,"lymphoma","Burkitt_lymphoma"
"EFM-19",906851,"breast","breast"
"EW-11",684062,"bone","ewings_sarcoma"
"A172",687563,"nervous_system","glioma"
"A673",684052,"soft_tissue","rhabdomyosarcoma"
"BC-1",910919,"lymphoma","B_cell_lymphoma"
"CHP-134",910941,"neuroblastoma","neuroblastoma"
"CAL-72",906827,"bone","osteosarcoma"
"ChaGo-K-1",687596,"lung_NSCLC","lung_NSCLC_not specified"
"DJM-1",906841,"skin","skin_other"
"EFO-27",906852,"urogenital_system","ovary"
"EW-1",949163,"bone","ewings_sarcoma"
"MEL-JUSO",908125,"skin","melanoma"
"SF539",905984,"nervous_system","glioma"
"SUP-T1",909743,"leukemia","lymphoblastic_T_cell_leukaemia"
"KP-4",753572,"pancreas","pancreas"
"KM-H2",909976,"lymphoma","Hodgkin_lymphoma"
"SK-LMS-1",909720,"soft_tissue","soft_tissue_other"
"H-EMC-SS",907290,"bone","chondrosarcoma"
"HD-MY-Z",907050,"lymphoma","Hodgkin_lymphoma"
"SW684",909754,"soft_tissue","fibrosarcoma"
"HOP-92",905973,"lung_NSCLC","lung_NSCLC_large cell"
"JEG-3",907176,"urogenital_system","urogenital_system_other"
"JHH-2",1240157,"digestive_system","liver"
"MDA-MB-231",905960,"breast","breast"
"SHP-77",724872,"lung_SCLC","lung_small_cell_carcinoma"
"SK-ES-1",684072,"bone","ewings_sarcoma"
"KYM-1",1240166,"soft_tissue","rhabdomyosarcoma"
"KON",1298215,"aero_dig_tract","head and neck"
"Hs766T",1298141,"pancreas","pancreas"
"HCC-827",1240146,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"SW948",909757,"large_intestine","large_intestine"
"HCE-4",753559,"aero_dig_tract","oesophagus"
"JVM-3",907270,"lymphoma","lymphoid_neoplasm other"
"JHH-4",1240158,"digestive_system","liver"
"MDA-MB-361",908121,"breast","breast"
"SH-4",909713,"skin","melanoma"
"SUIT-2",1240219,"pancreas","pancreas"
"KNS-42",907282,"nervous_system","glioma"
"HSC-4",907062,"aero_dig_tract","head and neck"
"HN",907059,"aero_dig_tract","head and neck"
"HT-1080",907064,"soft_tissue","fibrosarcoma"
"SW954",924247,"urogenital_system","urogenital_system_other"
"JURL-MK1",1327771,"leukemia","chronic_myeloid_leukaemia"
"JSC-1",1327769,"lymphoma","B_cell_lymphoma"
"IPC-298",907171,"skin","melanoma"
"MDA-MB-453",908122,"breast","breast"
"SK-MES-1",909728,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"SK-UT-1",909732,"soft_tissue","soft_tissue_other"
"KP-1N",1298216,"pancreas","pancreas"
"HT-1376",907066,"urogenital_system","Bladder"
"HA7-RCC",753558,"kidney","kidney"
"HPAF-II",724869,"pancreas","pancreas"
"SW962",909758,"urogenital_system","urogenital_system_other"
"JJN-3",1327766,"myeloma","haematopoietic_neoplasm other"
"IA-LM",910779,"lung_NSCLC","lung_NSCLC_large cell"
"SBC-5",713880,"lung_SCLC","lung_small_cell_carcinoma"
"SR",905965,"lymphoma","lymphoid_neoplasm other"
"SK-MG-1",909729,"nervous_system","glioma"
"SKG-IIIa",930298,"urogenital_system","cervix"
"KNS-62",753569,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"H4",907042,"nervous_system","glioma"
"HT55",907287,"large_intestine","large_intestine"
"SK-MM-2",753612,"myeloma","myeloma"
"JiyoyeP-2003",907268,"lymphoma","Burkitt_lymphoma"
"JHH-6",1240159,"digestive_system","liver"
"IM-95",1240155,"digestive_system","stomach"
"SCC-15",910911,"aero_dig_tract","head and neck"
"TOV-112D",1299070,"urogenital_system","ovary"
"SKN",1240215,"urogenital_system","uterus"
"SK-LU-1",909721,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"KARPAS-422",907274,"lymphoma","B_cell_lymphoma"
"HuP-T4",907286,"pancreas","pancreas"
"HAL-01",949153,"leukemia","lymphoblastic_leukemia"
"HLE",907057,"digestive_system","liver"
"SK-PN-DW",909731,"bone","ewings_sarcoma"
"J82",753566,"urogenital_system","Bladder"
"JHH-7",1240160,"digestive_system","liver"
"IGR-37",1240153,"skin","melanoma"
"SAT",1299050,"aero_dig_tract","head and neck"
"SW1573",724878,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"SKN-3",1299059,"aero_dig_tract","head and neck"
"SKM-1",909722,"leukemia","haematopoietic_neoplasm other"
"SK-MEL-30",909726,"skin","melanoma"
"HUTU-80",907073,"digestive_system","digestive_system_other"
"HOP-62",905972,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"IHH-4",1240154,"thyroid","thyroid"
"IST-SL1",753564,"lung_SCLC","lung_small_cell_carcinoma"
